item_id,gating_mode,prompt_tokens,completion_tokens,latency,tps,cost
5,diversity,328,430,7.4793443999951705,57.49166999186154,0.0004956
5,token_budget,97,119,3.5450489000068046,33.5679431670947,0.0001384
6,baseline (no gating),403,152,3.944381599954795,38.53582523601216,0.0002326
6,original_gating,1272,217,5.297719100024551,40.96102415075091,0.00047139999999999997
6,stepwise,282,187,4.407932600006461,42.423516185280576,0.0002434
6,hybrid,403,362,6.572444599994924,55.07844067643865,0.00044259999999999997
6,diversity,276,282,5.703985900036059,49.43911239300526,0.00033719999999999996
6,token_budget,77,87,3.1857607000274584,27.309019161185,0.0001024
7,baseline (no gating),491,320,6.201841300004162,51.59757957685652,0.0004182
7,original_gating,1373,247,5.804187199973967,42.55548477159866,0.0005216
7,stepwise,331,157,4.0847571000340395,38.435577968318285,0.0002232
7,hybrid,490,282,5.639144899963867,50.007581823585866,0.00037999999999999997
7,diversity,321,197,4.55409479996888,43.257773202557445,0.0002612
7,token_budget,92,84,3.1356746000237763,26.788493933446752,0.0001024
8,baseline (no gating),519,197,4.357006900012493,45.214525595411644,0.0003008
8,original_gating,1395,339,6.6932039999519475,50.64838902302004,0.0006180000000000001
8,stepwise,337,258,5.2760138000012375,48.90055442992577,0.0003254
8,hybrid,524,492,8.012443899991922,61.40448608950585,0.0005968
8,diversity,325,279,5.550749899994116,50.26347881396993,0.000344
8,token_budget,81,205,4.646393999981228,44.12023603698442,0.0002212
9,baseline (no gating),498,200,4.575159500003792,43.71432296509755,0.0002996
9,original_gating,1413,499,8.41474430001108,59.30067298650334,0.0007816
9,stepwise,365,403,7.055491800012533,57.11862637262,0.00047599999999999997
9,hybrid,497,297,5.911485299991909,50.24118050338491,0.0003964
9,diversity,336,387,6.88448690000223,56.21333958815067,0.0004542
9,token_budget,116,268,5.345738000003621,50.133395987573365,0.00029120000000000003
10,baseline (no gating),496,474,8.131431700021494,58.29231769833928,0.0005732
10,original_gating,1413,458,8.4144968999899,54.42987328221011,0.0007406
10,stepwise,344,373,6.654606399999466,56.05139922325533,0.00044179999999999995
10,hybrid,496,462,8.033101499953773,57.51203317954574,0.0005612
10,diversity,335,268,5.401198500010651,49.61861705313581,0.000335
10,token_budget,102,389,6.873386999999639,56.59509642044315,0.0004094
11,baseline (no gating),457,162,4.1508860000176355,39.02781237531258,0.0002534
11,original_gating,1603,292,6.140442500007339,47.553576146939086,0.0006126
11,stepwise,325,190,4.47136359999422,42.492630212458145,0.000255
11,hybrid,457,313,5.883154000039212,53.20275484849008,0.00040439999999999996
11,diversity,310,266,5.332731499976944,49.88062871741246,0.000328
11,token_budget,101,119,3.5266012000502087,33.743537544961356,0.0001392
12,baseline (no gating),481,93,3.263104200013913,28.50046897049854,0.0001892
12,original_gating,989,443,7.9004072999814525,56.073058410677135,0.0006408
12,stepwise,331,191,4.597982400038745,41.53995891728305,0.00025719999999999996
12,hybrid,482,374,6.8313237999682315,54.74780744571634,0.0004704
12,diversity,308,189,4.665467999991961,40.51040538705349,0.0002506
12,token_budget,83,161,4.106761300005019,39.203642052388886,0.00017759999999999998
13,baseline (no gating),488,190,4.4749896000139415,42.45819923233074,0.0002876
13,original_gating,1377,347,6.792872999969404,51.082951205117915,0.0006224
13,stepwise,329,389,6.8560065000201575,56.73856931128293,0.0004548
13,hybrid,489,468,7.914282899990212,59.13359503494357,0.0005658
13,diversity,338,440,7.516835700022057,58.53526903597333,0.0005076
13,token_budget,81,332,6.270611900021322,52.945391182457186,0.0003482
14,baseline (no gating),491,64,2.9034227000083774,22.042949516036828,0.0001622
14,original_gating,1358,318,6.410614699998405,49.60522740511595,0.0005896
14,stepwise,345,139,3.854225300019607,36.06431621921347,0.00020800000000000001
14,hybrid,492,333,6.28658880002331,52.96990316891178,0.00043139999999999997
14,diversity,295,258,5.358249800046906,48.15005078668439,0.000317
14,token_budget,98,149,3.8586034000036307,38.61500769938154,0.00016859999999999998
15,baseline (no gating),493,120,3.5280554000055417,34.01307133663817,0.0002186
15,original_gating,1462,462,7.954244800028391,58.08219530763637,0.0007543999999999999
15,stepwise,373,414,7.125079500023276,58.104614832528895,0.0004886
15,hybrid,493,482,7.985644600004889,60.35830845761717,0.0005805999999999999
15,diversity,347,443,7.5717639999929816,58.50684199882757,0.0005124
15,token_budget,125,319,5.940089199983049,53.70289725630893,0.000344
16,baseline (no gating),330,81,3.1183435000129975,25.975329529816836,0.000147
16,original_gating,1192,171,4.559907599992584,37.50075988387968,0.0004094
16,stepwise,239,213,4.702190999989398,45.29803234289723,0.0002608
16,hybrid,330,160,4.078655000019353,39.228618257548334,0.000226
16,diversity,214,191,4.5022636000067,42.42310467999159,0.0002338
16,token_budget,85,290,5.791459299973212,50.07373530214421,0.000307
17,baseline (no gating),486,203,4.67171539994888,43.452989452701104,0.00030020000000000003
17,original_gating,1375,351,7.042764300014824,49.83838519191409,0.000626
17,stepwise,347,213,4.79017599998042,44.46600709470187,0.00028240000000000003
17,hybrid,489,334,6.463957100000698,51.6711350079913,0.0004318
17,diversity,328,316,5.975561999948695,52.88205527826723,0.0003816
17,token_budget,76,88,3.21906560001662,27.33712540668499,0.0001032
18,baseline (no gating),493,142,3.9213958000182174,36.211595881073855,0.0002406
18,original_gating,1661,484,8.48310599999968,57.0545741147191,0.0008162
18,stepwise,341,166,4.249567800026853,39.062795985735555,0.0002342
18,hybrid,494,276,5.59861240000464,49.297929608374254,0.0003748
18,diversity,316,247,5.189377400034573,47.59723199132798,0.0003102
18,token_budget,101,144,3.862279099994339,37.2836856870885,0.0001642
19,baseline (no gating),373,70,2.950288299995009,23.72649479717573,0.0001446
19,original_gating,1088,464,8.036798599991016,57.73443171768901,0.0006816000000000001
19,stepwise,267,113,3.5066870000446215,32.224147749303576,0.0001664
19,hybrid,373,322,6.086305700009689,52.90565671052103,0.0003966
19,diversity,260,218,4.773418699973263,45.66957430346956,0.00027
19,token_budget,94,103,3.4054207000299357,30.245895903285774,0.0001218
20,baseline (no gating),445,92,3.217710700002499,28.59175624456498,0.000181
20,original_gating,1299,442,8.034294300014153,55.0141659609384,0.0007018
20,stepwise,309,382,6.8012959999614395,56.16576605431756,0.00044379999999999995
20,hybrid,445,412,7.501700000022538,54.92088459932578,0.000501
20,diversity,259,373,6.644674099981785,56.135183515023336,0.00042479999999999997
20,token_budget,91,279,5.488441199995577,50.83410568381872,0.0002972
21,baseline (no gating),501,349,6.502147099992726,53.6745777406959,0.00044919999999999997
21,original_gating,1445,298,6.1922526999842376,48.12465098537703,0.0005870000000000001
21,stepwise,362,258,5.25981200003298,49.05118281763346,0.0003304
21,hybrid,503,386,6.700744999980088,57.60553490711063,0.0004866
21,diversity,306,299,5.761390300001949,51.89719571678712,0.00036020000000000003
21,token_budget,130,116,3.523570600023959,32.921151061713154,0.000142
22,baseline (no gating),487,127,3.624947100004647,35.03499402786794,0.0002244
22,original_gating,1380,380,7.131031800003257,53.2882212080202,0.000656
22,stepwise,355,326,6.155302800005302,52.962463520026866,0.000397
22,hybrid,488,459,7.954944400000386,57.69996330835169,0.0005566
22,diversity,346,302,5.948543600039557,50.76872934040389,0.00037119999999999997
22,token_budget,101,348,6.505836500029545,53.490431245608406,0.0003682
23,baseline (no gating),490,109,3.447692099958658,31.61535219496748,0.000207
23,original_gating,1410,345,6.817898500012234,50.60210268594948,0.000627
23,stepwise,350,347,6.361224199994467,54.54924855506615,0.000417
23,hybrid,491,470,8.044367700000294,58.42597175163721,0.0005682
23,diversity,307,357,6.463493400020525,55.233289168186715,0.0004184
23,token_budget,100,233,5.157437000016216,45.17747865834665,0.000253
24,baseline (no gating),487,90,3.1993001000373624,28.131152810250263,0.0001874
24,original_gating,1639,474,8.383087800000794,56.54241149662718,0.0008018000000000001
24,stepwise,342,322,6.223205899994355,51.74182008027279,0.00039039999999999995
24,hybrid,487,447,7.725334099959582,57.861575203891654,0.0005444
24,diversity,303,296,5.793851800030097,51.0886384768182,0.0003566
24,token_budget,104,304,5.847370400035288,51.98918132467979,0.0003248
25,baseline (no gating),451,133,3.684748200001195,36.094732334751356,0.0002232
25,original_gating,1319,239,5.43219969997881,43.99690976031906,0.0005028
25,stepwise,323,297,5.81640760001028,51.06244617373017,0.0003616
25,hybrid,448,309,5.897400399961043,52.395967552422114,0.0003986
25,diversity,298,331,6.286915400007274,52.649030397262386,0.00039059999999999995
25,token_budget,89,84,3.1576502000098117,26.60205997476826,0.0001018
26,baseline (no gating),477,172,4.195874000026379,40.99265135199929,0.0002674
26,original_gating,1308,288,6.190128199988976,46.52569231126956,0.0005496
26,stepwise,327,142,3.9307861999841407,36.12508866561425,0.0002074
26,hybrid,473,355,6.639300700044259,53.469486627956684,0.00044960000000000003
26,diversity,327,142,3.917457600007765,36.24799921247866,0.0002074
26,token_budget,86,242,5.183397600019816,46.6875240284625,0.0002592
27,baseline (no gating),367,92,3.2700573000474833,28.134063583125624,0.0001654
27,original_gating,1376,464,8.46355919999769,54.82327104182442,0.0007392
27,stepwise,265,238,5.118107600021176,46.501562413227745,0.00029099999999999997
27,hybrid,366,295,5.9291354000451975,49.75430313123752,0.00036819999999999995
27,diversity,257,353,6.672950999985915,52.90013368908975,0.00040439999999999996
27,token_budget,89,239,5.1988358000526205,45.97183084674091,0.0002568
28,baseline (no gating),463,161,4.116339200001676,39.11242299952697,0.0002536
28,original_gating,1374,126,4.081196999992244,30.873295261228375,0.0004008
28,stepwise,315,309,5.8807962000137195,52.54390553430148,0.000372
28,hybrid,465,310,5.882194699952379,52.70141772126477,0.00040300000000000004
28,diversity,305,235,4.947060199978296,47.50295943458117,0.000296
28,token_budget,97,179,4.270303400000557,41.91739631427047,0.0001984
29,baseline (no gating),494,278,5.5715422999928705,49.896417370887725,0.0003768
29,original_gating,1301,499,8.496405099984258,58.73072130246291,0.0007592
29,stepwise,350,217,4.802901800023392,45.18101952426825,0.000287
29,hybrid,493,243,5.154434900032356,47.1438682829178,0.0003416
29,diversity,327,310,6.034192799997982,51.373897101879756,0.0003754
29,token_budget,92,195,4.447112799971364,43.84867413330636,0.00021339999999999998
30,baseline (no gating),476,109,3.497019200003706,31.169402787346574,0.0002042
30,original_gating,1288,284,5.959512899979018,47.654901460318996,0.0005415999999999999
30,stepwise,336,276,5.436856199987233,50.76463122211106,0.0003432
30,hybrid,479,426,7.4894123999984,56.8802967773668,0.0005218
30,diversity,359,305,5.872316399996635,51.93861829382606,0.0003768
30,token_budget,78,145,3.835191800026223,37.807757098095735,0.0001606
31,baseline (no gating),405,196,4.50817389995791,43.47658372314119,0.000277
31,original_gating,1319,377,7.191216100007296,52.42506896707186,0.0006408
31,stepwise,288,227,4.913851099961903,46.19594598659286,0.0002846
31,hybrid,404,308,6.00214410002809,51.31499591930133,0.0003888
31,diversity,246,243,5.151682499970775,47.16905593490641,0.0002922
31,token_budget,93,110,3.4184325999813154,32.17849022402877,0.00012859999999999998
32,baseline (no gating),135,201,4.691581499995664,42.84269600777174,0.00022799999999999999
32,original_gating,747,398,7.1832427000044845,55.40673155868053,0.0005474
32,stepwise,95,229,4.967487999994773,46.09975907344737,0.00024799999999999996
32,hybrid,135,343,6.377074199961498,53.78642136578415,0.00037
32,diversity,96,232,4.9841066999943,46.547960139028596,0.0002512
32,token_budget,73,472,7.9669579999754205,59.2446954033718,0.00048659999999999996
33,baseline (no gating),502,171,4.20090799999889,40.70548557598624,0.0002714
33,original_gating,1424,387,7.128685400006361,54.28770920367094,0.0006718
33,stepwise,372,245,5.054188400041312,48.47464728422023,0.0003194
33,hybrid,500,280,5.379159500007518,52.05274169684105,0.00037999999999999997
33,diversity,305,227,4.842343800002709,46.87812542345156,0.000288
33,token_budget,101,117,3.5011374999885447,33.41771067271217,0.0001372
34,baseline (no gating),497,278,5.538188299979083,50.196920895782824,0.00037739999999999996
34,original_gating,1721,486,8.393201499944553,57.904007190010944,0.0008302
34,stepwise,345,114,3.5319292000494897,32.27697769207906,0.000183
34,hybrid,496,478,8.026399299968034,59.553478731353884,0.0005771999999999999
34,diversity,301,206,4.709658400039189,43.739902664338864,0.0002662
34,token_budget,80,99,3.322095600015018,29.80046690996865,0.000115
35,baseline (no gating),483,55,2.795331300003454,19.675664204787473,0.0001516
35,original_gating,1249,382,7.1635043999995105,53.32585542908665,0.0006318
35,stepwise,344,424,7.387257799971849,57.39612877753038,0.0004928
35,hybrid,483,143,3.967377500026487,36.04396102943199,0.00023960000000000002
35,diversity,313,270,5.383392099989578,50.1542512574038,0.0003326
35,token_budget,91,98,3.342641299997922,29.31813234045212,0.0001162
36,baseline (no gating),477,163,4.137374399986584,39.39696634670736,0.0002584
36,original_gating,1285,393,7.232337399967946,54.33927902779284,0.00065
36,stepwise,333,305,5.908499799959827,51.620548417734355,0.0003716
36,hybrid,477,350,6.539188499969896,53.523460900631825,0.0004454
36,diversity,314,376,6.702914400026202,56.095002496008334,0.0004388
36,token_budget,87,446,7.858542300004046,56.75352794115142,0.0004634
37,baseline (no gating),471,37,2.6112164000514895,14.169641397499806,0.00013120000000000002
37,original_gating,1314,381,7.445917500008363,51.16897951119819,0.0006438
37,stepwise,327,344,6.425942200003192,53.53300563454012,0.0004094
37,hybrid,472,462,8.108813799975906,56.975041158470404,0.0005564
37,diversity,326,273,5.611629500053823,48.64897085550312,0.0003382
37,token_budget,87,466,7.982645299984142,58.37663863142281,0.0004834
38,baseline (no gating),413,73,3.0331894000410102,24.06707606159147,0.0001556
38,original_gating,1347,247,5.62433580000652,43.91629674738014,0.0005164
38,stepwise,279,139,3.9360748999752104,35.314368636855825,0.0001948
38,hybrid,414,370,6.762687899987213,54.711973326567325,0.0004528
38,diversity,290,204,4.708907600026578,43.322149705984586,0.000262
38,token_budget,84,112,3.458955399983097,32.37971787683279,0.0001288
39,baseline (no gating),450,135,3.7713430000003427,35.79626674104894,0.000225
39,original_gating,1312,438,7.9072024000342935,55.39253680898574,0.0007004
39,stepwise,315,162,4.174463199975435,38.80738486350852,0.000225
39,hybrid,449,462,8.012706300010905,57.65842184922855,0.0005518
39,diversity,282,251,5.162118599982932,48.62344697017033,0.0003074
39,token_budget,88,134,3.735586399969179,35.87120886860108,0.0001516
40,baseline (no gating),493,90,3.2593007999821566,27.613284419926114,0.0001886
40,original_gating,1408,361,7.029251799976919,51.356817236392835,0.0006426
40,stepwise,344,371,6.550797199946828,56.63432841471742,0.00043979999999999996
40,hybrid,492,490,8.027479099982884,61.040333322206315,0.0005884
40,diversity,293,318,6.140254599973559,51.789383456733106,0.0003766
40,token_budget,82,317,6.026063900033478,52.604818876586904,0.0003334
41,baseline (no gating),486,77,3.102158599998802,24.821425958050543,0.0001742
41,original_gating,1140,475,8.494272799987812,55.920031200396764,0.0007030000000000001
41,stepwise,321,205,4.800553100008983,42.703412654599404,0.0002692
41,hybrid,487,373,6.939378699986264,53.751209744575306,0.00047039999999999994
41,diversity,292,261,5.38337270001648,48.482617597552,0.0003194
41,token_budget,97,103,3.458254400000442,29.783812318719768,0.0001224
42,baseline (no gating),491,94,3.249751000024844,28.925293045307587,0.0001922
42,original_gating,1299,468,8.183992000005674,57.184806632224905,0.0007278
42,stepwise,369,299,5.94730719999643,50.27485380277304,0.0003728
42,hybrid,491,333,6.3904017000459135,52.10940025845441,0.00043119999999999996
42,diversity,355,476,8.041537799988873,59.19265839932489,0.000547
42,token_budget,98,105,3.4055932000046596,30.831633091073925,0.0001246
43,baseline (no gating),488,226,5.1070002999622375,44.25298349829177,0.0003236
43,original_gating,1418,354,6.901803299959283,51.29094304992557,0.0006376
43,stepwise,341,266,5.4855280999909155,48.491229130781505,0.0003342
43,hybrid,488,297,5.905001499981154,50.29634624156284,0.00039460000000000005
43,diversity,303,423,7.429099599947222,56.938259382470136,0.0004836
43,token_budget,89,127,3.667783699987922,34.62581503931604,0.0001448
44,baseline (no gating),481,171,4.188996999990195,40.82122761138293,0.0002672
44,original_gating,1335,386,7.167368000023998,53.85519482168455,0.000653
44,stepwise,348,345,6.38122740003746,54.06483398444235,0.0004146
44,hybrid,482,350,6.489907199982554,53.929892865177,0.0004464
44,diversity,274,277,5.5035198999685235,50.331425166934395,0.00033180000000000004
44,token_budget,80,237,5.246106900041923,45.17635734759924,0.00025299999999999997
45,baseline (no gating),501,316,5.918092800013255,53.39558041389486,0.0004162
45,original_gating,1423,364,6.976230499974918,52.17717505195804,0.0006486
45,stepwise,358,341,6.1629160000011325,55.330950478626896,0.0004126
45,hybrid,500,307,5.879330400028266,52.21683067829017,0.00040699999999999997
45,diversity,262,260,5.210094499983825,49.90312555766641,0.0003124
45,token_budget,90,108,3.376406900002621,31.986666062054358,0.000126
46,baseline (no gating),358,114,3.4836291000247,32.72449411999449,0.0001856
46,original_gating,1029,468,8.274883000005502,56.55669089214782,0.0006738
46,stepwise,246,162,4.170110000006389,38.847896098604544,0.00021119999999999998
46,hybrid,360,416,7.293085300014354,57.04033106526003,0.000488
46,diversity,258,155,3.967762499989476,39.064838180312236,0.0002066
46,token_budget,84,329,6.135314099956304,53.62398642350571,0.00034579999999999995
47,baseline (no gating),492,400,7.17897529999027,55.71825828688144,0.0004984
47,original_gating,1347,371,7.044666999951005,52.663951326951334,0.0006404
47,stepwise,351,331,6.38307680003345,51.85586988366886,0.0004012
47,hybrid,492,476,8.069162499974482,58.99001290425188,0.0005744
47,diversity,293,385,6.775002499984112,56.82654729661028,0.0004436
47,token_budget,114,169,4.137916999985464,40.8418051885994,0.0001918
48,baseline (no gating),341,155,3.9966499999864027,38.782480327406034,0.0002232
48,original_gating,1020,377,7.0250321999774314,53.66523444564584,0.000581
48,stepwise,256,229,4.957322100002784,46.19429510135551,0.0002802
48,hybrid,342,238,5.057253199978732,47.06112005643714,0.00030639999999999997
48,diversity,217,236,5.0000178999616764,47.199831024966706,0.0002794
48,token_budget,106,129,3.6581151999998838,35.26406166760525,0.0001502
49,baseline (no gating),484,82,3.1420771999983117,26.097385513011602,0.0001788
49,original_gating,1348,477,8.52674990001833,55.94159622284389,0.0007466
49,stepwise,344,179,4.408749900001567,40.60107832379795,0.0002478
49,hybrid,483,375,6.949503100011498,53.960692527697354,0.0004716
49,diversity,332,418,7.416572500020266,56.360266147045394,0.00048439999999999996
49,token_budget,87,131,3.674114199995529,35.65485253565592,0.00014839999999999998
50,baseline (no gating),498,102,3.346865399973467,30.47627789298268,0.00020160000000000002
50,original_gating,1428,350,6.728824799996801,52.01502645754225,0.0006356
50,stepwise,344,177,4.764890999998897,37.14670492988002,0.0002458
50,hybrid,497,394,7.307717100018635,53.915606557757314,0.0004934
50,diversity,370,344,6.213222100050189,55.36579804498237,0.00041799999999999997
50,token_budget,109,249,5.21395309997024,47.75647099729785,0.00027079999999999997
51,baseline (no gating),450,138,3.7545372000313364,36.75552875034724,0.000228
51,original_gating,1074,468,8.33366839995142,56.15774200983664,0.0006828
51,stepwise,321,276,5.491331799945328,50.26103139547092,0.0003402
51,hybrid,451,358,6.596999600005802,54.267094392378795,0.0004482
51,diversity,321,300,5.750940199999604,52.16538332289051,0.00036419999999999996
51,token_budget,95,126,3.634068399958778,34.671884547200385,0.000145
52,baseline (no gating),283,84,3.095549499965273,27.135731475443162,0.0001406
52,original_gating,1116,325,6.360708700027317,51.094935380173006,0.0005482
52,stepwise,194,134,3.7026395999710076,36.19039779109186,0.0001728
52,hybrid,283,262,5.3959322000155225,48.55509489152705,0.0003186
52,diversity,178,267,5.456260600010864,48.93461283712665,0.0003026
52,token_budget,75,83,3.1292985000181943,26.52351637260473,9.8e-05
53,baseline (no gating),492,129,3.662901800009422,35.217979362610315,0.0002274
53,original_gating,1355,495,8.459204100014176,58.51614338034124,0.000766
53,stepwise,335,371,6.756104399973992,54.913301813605514,0.00043799999999999997
53,hybrid,493,214,4.779851700004656,44.771263510077425,0.0003126
53,diversity,302,327,6.15265260002343,53.14780815005787,0.0003874
53,token_budget,91,121,3.6318809000076726,33.316070469090654,0.0001392
54,baseline (no gating),496,64,2.9051959999487735,22.02949474015815,0.0001632
54,original_gating,1469,347,6.867306199972518,50.52927449214201,0.0006408
54,stepwise,329,259,5.228535300004296,49.535861410324074,0.0003248
54,hybrid,496,375,6.687008599983528,56.078887052863024,0.00047420000000000003
54,diversity,328,334,6.170387600024696,54.129500713806564,0.0003996
54,token_budget,85,318,5.93877569999313,53.54639004136288,0.00033499999999999996
55,baseline (no gating),487,403,7.117379500006791,56.62196318176029,0.0005004
55,original_gating,1383,361,7.112916099955328,50.75274260612567,0.0006376
55,stepwise,334,314,6.040945699962322,51.97861652720343,0.0003808
55,hybrid,487,311,5.966415699978825,52.12509748543062,0.00040839999999999995
55,diversity,308,352,6.892535999999382,51.06973688639879,0.00041359999999999997
55,token_budget,100,109,3.4949582999688573,31.18778269857219,0.000129
56,baseline (no gating),494,298,5.691390399995726,52.35978891910557,0.0003968
56,original_gating,1277,265,5.821508300025016,45.520848952300085,0.0005204000000000001
56,stepwise,339,124,3.711562199983746,33.409112745178575,0.0001918
56,hybrid,494,358,6.512257200025488,54.97325873409896,0.0004568
56,diversity,315,455,7.715096100000665,58.97528612766869,0.000518
56,token_budget,84,260,5.3074855000013486,48.987415980681234,0.0002768
57,baseline (no gating),501,124,3.6660272000008263,33.82408073785488,0.00022420000000000003
57,original_gating,1250,448,8.107250200002454,55.259180233498206,0.000698
57,stepwise,326,223,4.858081299986225,45.90289586150654,0.0002882
57,hybrid,501,380,6.662931900005788,57.03195015390596,0.00048019999999999996
57,diversity,322,316,5.980073800019454,52.842157232068274,0.0003804
57,token_budget,82,298,5.844985299976543,50.98387501525384,0.0003144
58,baseline (no gating),294,109,3.4713936999905854,31.399492371117574,0.0001678
58,original_gating,988,288,5.889993999968283,48.89648444489941,0.0004856
58,stepwise,194,132,3.768971599987708,35.02281630363851,0.00017079999999999998
58,hybrid,294,191,4.462673299945891,42.79945834312269,0.0002498
58,diversity,225,171,4.241975500015542,40.31140679604903,0.000216
58,token_budget,92,106,3.4080357999773696,31.102959658083368,0.0001244
59,baseline (no gating),507,67,2.969637000001967,22.561680097586212,0.00016840000000000003
59,original_gating,1118,372,7.019647800014354,52.99411175575494,0.0005956
59,stepwise,360,434,7.473921100026928,58.06858196542058,0.0005059999999999999
59,hybrid,506,351,6.7533552999957465,51.97416460529199,0.0004522
59,diversity,325,469,7.96828309999546,58.85835055236268,0.000534
59,token_budget,88,415,7.3991027000010945,56.0878821157515,0.0004326
60,baseline (no gating),490,402,7.113831599999685,56.509631181038614,0.0005
60,original_gating,1270,330,6.662288899999112,49.53252627637387,0.0005840000000000001
60,stepwise,348,294,5.744347899977583,51.18074411912748,0.0003636
60,hybrid,491,300,5.90743520000251,50.7834601384832,0.0003982
60,diversity,335,282,5.670048400002997,49.73502518952941,0.00034899999999999997
60,token_budget,103,150,3.972209599975031,37.76235775698817,0.0001706
61,baseline (no gating),406,242,5.059221200004686,47.83344914821591,0.0003232
61,original_gating,1530,360,7.024061800038908,51.25239644076108,0.0006659999999999999
61,stepwise,287,250,5.229346799955238,47.807118090186705,0.0003074
61,hybrid,407,305,6.0124192999792285,50.72833160539115,0.0003864
61,diversity,292,224,4.92387499997858,45.49262521915655,0.0002824
61,token_budget,99,100,3.375558700005058,29.624725530576658,0.00011979999999999998
62,baseline (no gating),488,165,4.110690900008194,40.13923790759142,0.0002626
62,original_gating,1396,452,8.058562999998685,56.08940452535691,0.0007312
62,stepwise,335,361,6.621228699979838,54.5216026144965,0.000428
62,hybrid,483,357,6.715201099985279,53.16296484416269,0.0004536
62,diversity,322,299,5.836704099958297,51.2275412423488,0.0003634
62,token_budget,89,248,5.064054300019052,48.97261863860089,0.0002658
63,baseline (no gating),471,117,3.538531400030479,33.064564581507526,0.0002112
63,original_gating,1373,355,6.880167700001039,51.59757951829378,0.0006296
63,stepwise,341,331,6.233709899999667,53.098396510241464,0.00039919999999999995
63,hybrid,475,268,5.368816800008062,49.91788879806768,0.00036300000000000004
63,diversity,336,353,6.503550500026904,54.278043969757704,0.00042019999999999997
63,token_budget,99,189,4.445914699987043,42.51093706331137,0.00020879999999999998
64,baseline (no gating),484,425,7.319697599974461,58.06250793768896,0.0005218
64,original_gating,1209,474,8.60529440001119,55.08236882626394,0.0007157999999999999
64,stepwise,330,139,3.9095385000109673,35.55406859392997,0.000205
64,hybrid,485,395,6.961235700000543,56.742799270533126,0.000492
64,diversity,324,283,5.596564400009811,50.566736978762165,0.0003478
64,token_budget,86,153,3.968204200034961,38.556483559654524,0.00017020000000000002
65,baseline (no gating),483,485,8.115001500002109,59.765854633529514,0.0005815999999999999
65,original_gating,1323,389,7.3146539000445046,53.180916734506496,0.0006536000000000001
65,stepwise,329,289,5.781244199955836,49.98923934093767,0.00035479999999999995
65,hybrid,484,458,8.102511399949435,56.525684123426004,0.0005547999999999999
65,diversity,281,262,5.358955200004857,48.89012694111765,0.0003182
65,token_budget,94,207,4.699047100031748,44.051484395336544,0.00022579999999999999
66,baseline (no gating),319,212,4.806978299980983,44.10254982861868,0.0002758
66,original_gating,1244,460,8.124709600000642,56.617408208653224,0.0007088
66,stepwise,222,106,3.4554063000250608,30.676566167987602,0.0001504
66,hybrid,324,386,7.155211000004783,53.946697029583326,0.0004508
66,diversity,234,131,3.7529794999863952,34.90559967100137,0.00017779999999999998
66,token_budget,96,237,5.105292299995199,46.42241542178161,0.0002562
67,baseline (no gating),468,130,3.8253138000145555,33.98414007224854,0.00022360000000000001
67,original_gating,1238,247,5.721685299999081,43.16909914637208,0.0004946
